,Neighborhood,Price,sq_mtrs,Bedrooms,Bathrooms
363,"KIAMBU ROAD, Ruaka, Kiambaa",60000.0,3.0,3.0,3.0
364,"21 05 04, 02 RA, Waiyaki Way, Westlands",60000.0,2.0,2.0,2.0
365,"1, Crescent Road, Parklands, Westlands",60000.0,3.0,3.0,2.0
366,"Crescent Road, Parklands, Westlands",60000.0,3.0,3.0,2.0
367,"Kileleshwa, Dagoretti North",60000.0,110.0,2.0,2.0
368,"Lavington, Dagoretti North",60000.0,3.0,3.0,2.0
369,"Kileleshwa, Dagoretti North",60000.0,3.0,3.0,2.0
370,"Rhapta Road, Westlands",60000.0,3.0,3.0,2.0
371,"Karen, Langata",60000.0,150.0,2.0,2.0
372,"Waiyaki Way, Westlands",60000.0,3.0,3.0,3.0
373,"Kileleshwa, Dagoretti North",60000.0,3.0,3.0,2.0
374,"Kiambu Road, Kiambu Road",60000.0,4.0,4.0,4.0
375,"Karen, Langata",60000.0,2.0,2.0,1.0
376,"Westlands Area, Westlands",60000.0,2.0,2.0,2.0
377,"Ruaka, Kiambaa",60000.0,3.0,3.0,2.0
378,"Ngara, Starehe",60000.0,3.0,3.0,2.0
379,"Rhapta Road, Westlands",60000.0,1.0,1.0,1.0
380,"Ngong Road, Ngong Road",60000.0,89.0,2.0,2.0
381,"Near citymall, Doshi road nyali, Ziwa La Ngombe, Nyali",60000.0,2500.0,3.0,2.0
382,"Loresho, Westlands",60000.0,2.0,2.0,2.0
383,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
384,"Kileleshwa, Dagoretti North",60000.0,2.0,2.0,2.0
385,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
386,"Kilimani, Dagoretti North",60000.0,2.0,2.0,2.0
387,"Fourways Junction, Kiambu Road, Kiambu Road",60000.0,120.0,3.0,2.0
388,"Off Rhapta Road, Westlands Area, Westlands",60000.0,1.0,1.0,1.0
389,"Loresho, Loresho, Westlands",60500.0,2.0,2.0,2.0
390,"Ngong Road, Ngong Road",62000.0,3.0,3.0,2.0
391,"Off Ojijo, Westlands Area, Westlands",62500.0,2.0,2.0,2.0
392,"Kilimani, Dagoretti North",65000.0,90.0,1.0,1.0
393,"Kilimani, Dagoretti North",65000.0,90.0,1.0,1.0
394,"Gatundu Road, Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
395,"Chaka Road, Kilimani, Dagoretti North",65000.0,2.0,2.0,1.0
396,"Valley Arcade, Lavington, Dagoretti North",65000.0,2.0,2.0,2.0
397,"801181, Jamuhuri road, Nyali Area, Nyali",65000.0,2000.0,3.0,2.0
398,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
399,"lavington, lavington, Lavington, Dagoretti North",65000.0,3.0,3.0,2.0
400,"Waiyaki Way, Westlands",65000.0,2.0,2.0,2.0
401,"Loresho, Westlands",65000.0,3.0,3.0,3.0
402,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
403,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
404,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
405,"Denis Pritt, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
406,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
407,"Hurlingham, Hurlingham, Dagoretti North",65000.0,2.0,2.0,2.0
408,"Kileleshwa, Dagoretti North",65000.0,80.0,1.0,2.0
409,"Rhapta Road, Westlands",65000.0,3.0,3.0,2.0
410,"Waiyaki Way, Westlands",65000.0,3.0,3.0,2.0
411,"21 05 06, 29 RA, Westlands Area, Westlands",65000.0,157.0,2.0,1.0
412,"langata, Langata Area, Langata",65000.0,3.0,3.0,2.0
413,"Mbaazi, Mbaazi, Lavington, Dagoretti North",65000.0,1.0,1.0,1.0
414,"Mbaazi, Lavington, Dagoretti North",65000.0,1.0,1.0,1.0
415,"Upper Hill, Langata",65000.0,2.0,2.0,2.0
416,"wambugu road, 1st parkland, Parklands, Westlands",65000.0,127.0,2.0,2.0
417,"Kileleshwa, Dagoretti North",65000.0,111.0,2.0,2.0
418,"Kilimani, Dagoretti North",65000.0,100.0,1.0,1.0
419,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
420,"westlands, Westlands, Riverside, Westlands",65000.0,3.0,3.0,2.0
421,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
422,"kileleshwa, kileleshwa, Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
423,"Waiyaki Way, Westlands",65000.0,3.0,3.0,3.0
424,"Mombasa Road Next To Eka Hotel, Mombasa Road, Mombasa Road",65000.0,1.0,1.0,2.0
425,"Vanga road, Valley arcade, Lavington, Dagoretti North",65000.0,2.0,2.0,2.0
426,"Loresho, Westlands Area, Westlands",65000.0,2.0,2.0,2.0
427,"Lavington, Dagoretti North",65000.0,2.0,2.0,2.0
428,"Kindaruma road, Kilimani, Dagoretti North",65000.0,2.0,2.0,3.0
429,"Brookside Drive, Brookside, Westlands",65000.0,2.0,2.0,2.0
430,"Nyali Area, Nyali",65000.0,3.0,3.0,2.0
431,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
432,"Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
433,"Valley Arcade, Dagoretti North",65000.0,2.0,2.0,2.0
434,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
435,"Argwings Kodhek, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
436,"Near Yaya Center, Kilimani, Dagoretti North",65000.0,1.0,1.0,2.0
437,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
438,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
439,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
440,"21 05 07, 20 RA, Lavington, Dagoretti North",65000.0,177.0,3.0,3.0
441,"Mogotio Road, Westlands Area, Westlands",65000.0,3.0,3.0,3.0
442,"Ngong Road, Ngong Road",65000.0,3.0,3.0,2.0
443,"George Padmore lane, Kilimani, Dagoretti North",65000.0,1.0,1.0,1.0
444,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
445,"lavington, Lavington, Dagoretti North",65000.0,1.0,1.0,1.0
446,"kilimani, Kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
447,"kilimani, Kilimani, Kilimani, Dagoretti North",65000.0,3.0,3.0,2.0
448,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
449,"kilimani, kilimani, Kilimani, Dagoretti North",65000.0,2.0,2.0,2.0
450,"Rhapta Road, Westlands",65000.0,3.0,3.0,2.0
451,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
452,"Light academy, Nyali road, Mkomani, Nyali",65000.0,2000.0,3.0,2.0
453,"Loresho, Westlands Area, Westlands",65000.0,2.0,2.0,2.0
454,"Valley Arcade, Lavington, Dagoretti North",65000.0,2.0,2.0,2.0
455,"Lavington, Valley Arcade, Dagoretti North",65000.0,2.0,2.0,2.0
456,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
457,"Statehouse Cresent, Off Statehouse Road, State House, Dagoretti North",65000.0,3.0,3.0,2.0
458,"Thindigua, Thindigua",65000.0,3.0,3.0,2.0
459,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
460,"Loresho, Loresho, Westlands",65000.0,100.0,2.0,2.0
461,"Kileleshwa, Dagoretti North",65000.0,2.0,2.0,2.0
462,"Nairobi West, Langata",65000.0,0.0,0.0,1.0
463,"Kilimani, Dagoretti North",65000.0,105.0,2.0,2.0
464,"Kileleshwa, Dagoretti North",65000.0,3.0,3.0,2.0
465,"Lavington, Lavington, Lavington, Dagoretti North",65000.0,3.0,3.0,2.0
466,"500Meters From Delta Petrol Station, Kiambu Road, Kiambu Road",66000.0,3.0,3.0,1.0
467,"Ngong Racecourse, Ngong Road, Ngong Road",66000.0,117.0,3.0,2.0
468,"Westlands Area, Westlands",67000.0,2300.0,3.0,3.0
469,"Kileleshwa, Dagoretti North",67000.0,2.0,2.0,2.0
470,"Off Brookside Drive, Soorae Flats, Brookside, Westlands",67500.0,2.0,2.0,2.0
471,"lavington, Lavington, Lavington, Dagoretti North",67500.0,3.0,3.0,2.0
472,"Kileleshwa, Dagoretti North",68000.0,3.0,3.0,2.0
473,"Gathanju, Lavington, Dagoretti North",68000.0,2.0,2.0,2.0
474,"Masari road, Parklands, Westlands",69997.0,2.0,2.0,2.0
475,"Kikambala Road, Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
476,"Gatundu Close, Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
477,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
478,"Kilimani, Dagoretti North",70000.0,3.0,3.0,3.0
479,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
480,"Fourways Junction Estate, Kiambu Road, Kiambu Road",70000.0,120.0,3.0,2.0
481,"Mocah Courtyard, Kiambu Road, Kiambu Road",70000.0,3.0,3.0,3.0
482,"FOURWAYS, Kiambu Road, Kiambu Road",70000.0,3.0,3.0,2.0
483,"Fourways junction, Kiambu Road, Kiambu Road",70000.0,3.0,3.0,2.0
484,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
485,"kilimani, kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
486,"kileleshwa, kileleshwa, Kileleshwa, Dagoretti North",70000.0,3.0,3.0,2.0
487,"Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
488,"Wood Avenue, Wood Avenue, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
489,"Kahawa West, Roysambu",70000.0,3.0,3.0,2.0
490,"Waiyaki Way, Westlands",70000.0,135.0,3.0,2.0
491,"Lavington, Dagoretti North",70000.0,2.0,2.0,2.0
492,"Valley Arcade, Dagoretti North",70000.0,2.0,2.0,2.0
493,"Usiu Road, Thika Road, Thika Road",70000.0,3.0,3.0,2.0
494,"Kileleshwa, Dagoretti North",70000.0,85.0,2.0,2.0
495,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
496,"Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
497,"Milimani, Milimani",70000.0,2.0,2.0,3.0
498,"Mountain View, Westlands",70000.0,3.0,3.0,2.0
499,"Kiambu Road, Kiambu Road",70000.0,3.0,3.0,2.0
500,"21 05 07, 18 RA, Rhapta Road, Westlands",70000.0,149.0,2.0,2.0
501,"Muringa groove, Muringa road, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
502,"Kizingo, Kizingo, kizingo, Mvita",70000.0,4.0,4.0,3.0
503,"Westlands Area, Westlands",70000.0,2.0,2.0,3.0
504,"Riara Road, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
505,"riara road, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
506,"Near USIU, Safari park, Zimmermann, Roysambu",70000.0,4.0,4.0,4.0
507,"Acacia Drive, Runda, Westlands",70000.0,2.0,2.0,2.0
508,"Ruaka, Kiambaa",70000.0,3.0,3.0,2.0
509,"Sibiloi , Ojijo, Parklands, Westlands",70000.0,6.0,2.0,2.0
510,"Acacia Drive, Runda, Westlands",70000.0,2.0,2.0,2.0
511,"Lavington, Dagoretti North",70000.0,3.0,3.0,2.0
512,"Valley Arcade, Lavington, Dagoretti North",70000.0,125.0,3.0,2.0
513,"Nyali, Neen Road, Nyali Area, Nyali",70000.0,2160.0,3.0,4.0
514,"Kilimani, Dagoretti North",70000.0,2.0,2.0,3.0
515,"Laikipia road, Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
516,"Westlands Area, Westlands",70000.0,2.0,2.0,2.0
517,"Off Rapta Rd, Westlands Area, Westlands",70000.0,3.0,3.0,2.0
518,"Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
519,"Kileleshwa, Dagoretti North",70000.0,2.0,2.0,2.0
520,"Kileleshwa, Dagoretti North",70000.0,3.0,3.0,2.0
521,"Riara Rd, Lavington, Dagoretti North",70000.0,3.0,3.0,3.0
522,"Rhapta Road, Westlands Area, Westlands",70000.0,2.0,2.0,3.0
523,"Rhapta Road, Rhapta Road, Westlands",70000.0,3.0,3.0,2.0
524,"Riara Rd, Lavington, Dagoretti North",70000.0,3.0,3.0,3.0
525,"Lavington, Dagoretti North",70000.0,15.0,3.0,2.0
526,"Kileleshwa, Dagoretti North",70000.0,140.0,2.0,2.0
527,"Kilimani, Dagoretti North",70000.0,90.0,1.0,2.0
528,"Mimosa, Ngong Road, Ngong Road",70000.0,3.0,3.0,2.0
529,"21 04 30, 43 RA, Waiyaki Way, Westlands",70000.0,177.0,3.0,3.0
530,"kilimani, Kilimani, Kilimani, Dagoretti North",70000.0,2.0,2.0,2.0
531,"kilimani, kilimani, Kilimani, Dagoretti North",70000.0,3.0,3.0,2.0
532,"East Church Road, Parklands, Westlands",70000.0,3.0,3.0,2.0
533,"Lavington, Dagoretti North",70000.0,2.0,2.0,1.0
534,"Ngong Road, Ngong Road",70000.0,113.0,3.0,2.0
535,"Wambugu rd, Parklands, Westlands",70000.0,3.0,3.0,2.0
536,"Near Kenya High, Kileleshwa, Dagoretti North",70000.0,1000.0,2.0,2.0
537,"Denis pritt,Kilimani, Kilimani, Dagoretti North",70000.0,100.0,2.0,2.0
538,"Lavington, Dagoretti North",70000.0,1.0,1.0,1.0
539,"Kandara Road, Kileleshwa, Dagoretti North",70000.0,3.0,3.0,3.0
540,"Near Valley Arcade Shopping Centre, Valley Arcade, Dagoretti North",70000.0,3.0,3.0,2.0
541,"Kiambu Road, Kiambu Road",70000.0,4.0,4.0,5.0
542,"Kiambu Road, Kiambu Road",70000.0,4.0,4.0,5.0
543,"Westlands Area, Westlands",70000.0,2.0,2.0,2.0
544,"Madaraka, Langata",70000.0,4.0,4.0,5.0
545,"Kilimani, Dagoretti North",70000.0,140.0,3.0,2.0
546,"Kilimani, Dagoretti North",70000.0,120.0,2.0,2.0
547,"Mocah Courtyard, Kiambu Road, Kiambu Road",72000.0,3.0,3.0,3.0
548,"Kileleshwa, Dagoretti North",72500.0,2.0,2.0,2.0
549,"Shanzu, Shanzu, Kisauni",73000.0,3.0,3.0,4.0
550,"Rhapta Road, Westlands Area, Westlands",75000.0,2.0,2.0,2.0
551,"Thindigua, Thindigua",75000.0,3.0,3.0,3.0
552,"21 04 20, 21 RA, Westlands Area, Westlands",75000.0,158.0,2.0,2.0
553,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
554,"Dennis Pritt, Dagoretti North",75000.0,3.0,3.0,2.0
555,"Kilimani, Dagoretti North",75000.0,3.0,3.0,3.0
556,"21 04 20, 21 RA, Westlands Area, Westlands",75000.0,158.0,2.0,2.0
557,"kileleshwa, Kileleshwa, Kileleshwa, Dagoretti North",75000.0,2.0,2.0,2.0
558,"lavington, Lavington, Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
559,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
560,"9 Riverside Drive, Riverside, Westlands",75000.0,2.0,2.0,2.0
561,"Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
562,"Kilimani, Dagoretti North",75000.0,3.0,3.0,5.0
563,"Lavington, Dagoretti North",75000.0,2.0,2.0,3.0
564,"Loresho, Westlands Area, Westlands",75000.0,3.0,3.0,3.0
565,"Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
566,"Westlands Area, Westlands",75000.0,3.0,3.0,3.0
567,"Westlands Area, Westlands",75000.0,21780.0,2.0,2.0
568,"1, Argwings Kodhek, Kilimani, Dagoretti North",75000.0,70.0,1.0,1.0
569,"Lavington, Dagoretti North",75000.0,2.0,2.0,3.0
570,"kingara road, Lavington, Dagoretti North",75000.0,4.0,4.0,3.0
571,"Ring Road Kilimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,3.0
572,"Riara Road, Dagoretti North",75000.0,3.0,3.0,2.0
573,"Riara Road, Dagoretti North",75000.0,3.0,3.0,4.0
574,"Gitanga Road, Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
575,"Fourways Junction Estate, Kiambu Road, Kiambu Road",75000.0,120.0,4.0,3.0
576,"Near Junctiona Mall, Kilimani, Dagoretti North",75000.0,2.0,2.0,3.0
577,"Waiyaki Way, Westlands",75000.0,3.0,3.0,2.0
578,"Miotoni West Road, Karen, Langata",75000.0,1.0,1.0,2.0
579,"Rhapta Road, Westlands",75000.0,3.0,3.0,3.0
580,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
581,"Ngong Rd, Kilimani, Dagoretti North",75000.0,3.0,3.0,3.0
582,"Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
583,"Lavington, Dagoretti North",75000.0,128.0,3.0,3.0
584,"Lavington, Dagoretti North",75000.0,111.0,3.0,3.0
585,"Kilimani, Dagoretti North",75000.0,120.0,2.0,2.0
586,"Westlands Area, Westlands",75000.0,2.0,2.0,2.0
587,"Waiyaki Way- Waruku, Waruku, Waiyaki Way, Westlands",75000.0,125.0,3.0,3.0
588,"Parklane Place, Kandara Road, Kileleshwa, Dagoretti North",75000.0,115.0,3.0,2.0
589,"riverside, Riverside, Riverside, Westlands",75000.0,3.0,3.0,2.0
590,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
591,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
592,"riverside, riverside, Riverside, Westlands",75000.0,3.0,3.0,2.0
593,"lavington, lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
594,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
595,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
596,"Argwings Kodhek Road, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
597,"Ojijo, Parklands, Westlands",75000.0,2.0,2.0,1.0
598,"9 Riverside Drive, Riverside, Westlands",75000.0,2.0,2.0,3.0
599,"Riara Downs Apartments, Riara Road, Dagoretti North",75000.0,4.0,4.0,3.0
600,"Denis Pritt, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
601,"Argwings Kodhek Road, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
602,"Hatheru Road, Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
603,"Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
604,"Kitengela, Kajiado North",75000.0,2.0,2.0,2.0
605,"Yaya Center, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
606,"Riara Rd, Lavington, Dagoretti North",75000.0,2.0,2.0,3.0
607,"Mvuli Road, Westlands Area, Westlands",75000.0,2.0,2.0,2.0
608,"Mandera road, Kileleshwa, Dagoretti North",75000.0,2.0,2.0,2.0
609,"Lavington, Dagoretti North",75000.0,2.0,2.0,2.0
610,"Mogotio Road, Westlands Area, Westlands",75000.0,158.0,2.0,2.0
611,"Kilimani, Dagoretti North",75000.0,1250.0,2.0,2.0
612,"Kilimani, Dagoretti North",75000.0,1250.0,2.0,2.0
613,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
614,"kilimani, Kilimani, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
615,"lavington, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,3.0
616,"kilimani, kilimani, Kilimani, Dagoretti North",75000.0,4.0,4.0,4.0
617,"Riverside, Westlands",75000.0,2.0,2.0,2.0
618,"Kileleshwa, Dagoretti North",75000.0,3.0,3.0,3.0
619,"1, Killimani, Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
620,"Kilimani, Dagoretti North",75000.0,2.0,2.0,1.0
621,"Kilimani, Dagoretti North",75000.0,3.0,3.0,3.0
622,"Kilimani, Dagoretti North",75000.0,2.0,2.0,2.0
623,"Hatheru Rd,, Lavington, Dagoretti North",75000.0,3.0,3.0,5.0
624,"Kileleshwa, Dagoretti North",75000.0,2.0,2.0,3.0
625,"Riara Road, Dagoretti North",75000.0,3.0,3.0,2.0
626,"Argwing kodhek road, Lavington, Lavington, Dagoretti North",75000.0,3.0,3.0,2.0
627,"Riara Road, Kilimani, Dagoretti North",75000.0,3.0,3.0,2.0
